순위,닉네임,레벨,직업,길드,아이템 환산,헥사 환산
944,빙규,291,나이트로드,루나,"100,296","100,203"
945,리케아,292,"아크메이지(불,독)",뭇별,"101,012","100,198"
946,동다다,288,데몬어벤져,사랑,"100,219","100,195"
947,쪼릉,290,비숍,사랑,"101,009","100,174"
948,가프새도,287,섀도어,로밍,"100,200","100,173"
949,충격파,292,블래스터,스타,"100,224","100,170"
950,Face1ess,290,히어로,루나,"102,164","100,163"
951,인자강,290,제논,Class,"101,618","100,157"
952,숫기,294,플레임위자드,BOSS,"100,191","100,156"
953,혀띵,291,나이트로드,지존,"100,451","100,148"
954,현뀨왕,291,비숍,파티,"100,142","100,142"
955,탠워,290,나이트워커,리더,"100,141","100,141"
956,하위,290,나이트로드,치치,"100,141","100,141"
957,동성로,291,은월,얼짱,"100,266","100,140"
958,신진골,293,아델,치치,"100,135","100,135"
959,졸린헤헤,290,아델,피노,"100,151","100,133"
960,예성,292,나이트로드,우주,"100,131","100,131"
961,구함,290,섀도어,Cartier,"101,895","100,119"
962,모봄아,287,보우마스터,욘석들,"101,478","100,098"
963,거칠어,292,아델,반달,"100,095","100,095"
964,꿀복,290,메르세데스,영혼,"100,799","100,092"
965,솔찐,288,아델,허니,"100,603","100,084"
966,조영찬,291,카데나,가온,"100,078","100,078"
967,수속,293,메카닉,Lunes,"100,075","100,075"
968,첫눈봄,286,나이트로드,어울누리,"101,623","100,073"
969,서용,292,비숍,하얀구름,"100,124","100,071"
970,악콩,289,호영,딱찌,"101,249","100,066"
971,빈속,291,"아크메이지(불,독)",키즈,"100,060","100,060"
972,기함,291,캡틴,악마,"100,176","100,042"
973,찌릿,290,"아크메이지(썬,콜)",지존,"100,042","100,042"
974,참살,289,듀얼블레이드,포스,"100,219","100,041"
975,김지한,290,은월,Pluto,"100,162","100,037"
976,민하율,291,비숍,허니,"100,395","100,036"
977,윙몽밍,290,아델,새내기,"100,077","100,022"
978,아낫,290,아란,사랑,"100,354","100,022"
979,피노,292,패스파인더,만지회,"100,477","100,018"
980,골드쉽,289,제논,은하,"100,163","100,007"
981,찌스,290,"아크메이지(썬,콜)",리더,"100,066","100,007"
982,노어,291,데몬어벤져,사과,"100,499","100,000"
